身分證字號,date,expName,psychopyVersion,OS,frameRate,from,to,w,a,id,sequence_loop.thisN,enter_time,leave_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[115.20266945754976,0]","[-112.68521472803198,-23.95198179363858]",37,230.4053389,3.75,1,0.7987,0.3655,"[113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,113.95703125,83.73046875,31.484375,-9.53125,-42.94921875,-57.4765625,-66.75390625,-76.03125,-85.265625,-91.34375,-96.515625,-99.3828125,-100.9140625,-102.49609375,-104.4921875,-107.984375,-111.05078125,-113.7734375,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625]","[-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-8.40625,-18.77734375,-29.00390625,-41.13671875,-46.29296875,-49.77734375,-51.2578125,-51.2578125,-51.2578125,-51.2578125,-50.34765625,-48.81640625,-45.2734375,-37.28125,-28.0234375,-21.8984375,-18.6484375,-18.265625,-18.265625,-18.265625,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03210000002384561,0.06520000001788162,0.09870000001787105,0.13190000000595603,0.16549999999999443,0.1986000000238448,0.23190000000595035,0.26520000001788446,0.2987000000178739,0.33199999999999363,0.3656000000238322,0.3987000000178824,0.4319000000059532,0.4656000000238407,0.49860000002384197,0.5319999999999965,0.5658000000119188,0.598700000017871,0.6317000000178723,0.6649000000059573,0.698300000011912,0.7317000000178808,0.7652000000178845,0.7987000000178739,0.8318000000119241,0.8654000000059625,0.8987000000178824,0.9339000000059627,0.9651000000238383,0.9984999999999928,1.0319999999999965,1.0651000000238326,1.0984000000059524,1.1318000000119213,1.1651000000238412,1.1984999999999957,1.2319999999999993,1.265400000005954,1.2986000000238391,1.3318000000119241]",8,0,8,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[-112.68521472803198,-23.95198179363858]","[105.24287539124657,46.8571470485348]",37,230.4053389,3.75,1,0.8322,0.2988,"[-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-114.47265625,-110.484375,-103.44921875,-90.1796875,-72.296875,-47.6484375,-22.41015625,1.703125,12.79296875,19.8515625,26.9140625,33,42.23828125,52.734375,60.73828125,67.78515625,73.89453125,79.04296875,84.1953125,88.6640625,90.84765625,94.08203125,96.25390625,97.76953125,98.52734375,98.52734375,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625]","[-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-18.01171875,-17.1953125,-14.6640625,-10.30078125,-4.546875,5.1015625,13.65234375,24.4296875,30.80078125,34.53515625,37.078125,39.46484375,40.9453125,41.76171875,41.76171875,41.76171875,41.76171875,41.76171875,41.76171875,41.76171875,41.76171875,42.81640625,43.3359375,43.3359375,43.3359375,43.3359375,43.3359375,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999999403476068,0.03170000001787798,0.06520000001788162,0.09899999999998954,0.13230000001190945,0.1655999999940292,0.1989000000059491,0.23259999999403647,0.26500000000000057,0.2989999999999924,0.3320999999940284,0.36530000001191354,0.3994000000059543,0.43249999999999034,0.46559999999402635,0.4989999999999952,0.5323000000119151,0.5658000000119188,0.5990999999940385,0.6327000000178771,0.6652000000178759,0.6990999999940328,0.7320999999940341,0.7654999999999887,0.7987000000178739,0.8322000000178775,0.8654000000059483,0.8989000000059519,0.9314000000059508,0.9655999999940263,0.9992000000178791,1.0322000000178804,1.0658000000119188,1.0990999999940385,1.1322000000178747,1.165800000011913,1.1982000000178772,1.232300000011918,1.2655999999940377,1.2989000000059576,1.3322000000178775,1.365599999994032]",9,0,9,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[105.24287539124657,46.8571470485348]","[-93.20091738851748,-67.71443013187226]",37,230.4053389,3.75,1,0.6998,0.3328,"[98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,98.78515625,91.9453125,67.6484375,41.59375,15.50390625,-11.890625,-29.1484375,-41.92578125,-49.94921875,-56.0703125,-61.2421875,-66.4140625,-70.62890625,-76.75,-85.0546875,-88.8828125,-90.03125,-90.03125,-90.2890625,-91.44140625,-92.4921875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875]","[43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,43.6015625,40.0625,22.828125,6.20703125,-10.05078125,-28.07421875,-38.6015625,-47.15625,-51.828125,-56.07421875,-60.03515625,-63.328125,-67,-71.24609375,-75.91796875,-77.8671875,-78.24609375,-78.24609375,-78.24609375,-76.8828125,-73.34765625,-70.48046875,-69.78515625,-69.47265625,-69.47265625,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.032600000023833786,0.06580000001191877,0.09920000001787344,0.13240000000595842,0.16570000001787832,0.19899999999999807,0.23230000001191797,0.26590000000595637,0.29930000001191104,0.33290000000596365,0.3663000000119183,0.3995000000000033,0.4328000000119232,0.46630000001191263,0.49940000000596285,0.5328000000119175,0.5661000000238374,0.598700000017871,0.6326000000238423,0.6661000000238317,0.6998000000119191,0.7329999999999899,0.7677000000178822,0.7994999999999948,0.8316000000238404,0.8661000000238346,0.8994000000059543,0.9328000000119232,0.9661000000238431,0.9994000000059629,1.0328000000119175,1.0658000000119188,1.099499999999992,1.1318000000119213,1.1654999999999944,1.199200000017882,1.2325000000000017]",10,0,10,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[-93.20091738851748,-67.71443013187226]","[77.08563206828939,85.61226768856075]",37,230.4053389,3.75,1,0.4995,0.3664,"[-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-92.875,-73.80859375,-8.6875,35.32421875,58.140625,66.796875,69.34375,69.34375,70.1015625,71.3828125,73.47265625,75.8046875,77.3203125,77.62890625,77.62890625,77.8828125,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875]","[-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-68.83203125,-52.25,8.921875,55.8671875,79.80078125,88.1796875,90.36328125,90.640625,92.171875,94.375,98.5859375,101.4609375,102.2265625,102.2265625,102.2265625,102.2265625,101.9140625,100.3984375,99.70703125,99.43359375,98.86328125,98.86328125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.0324000000059641,0.06540000000596535,0.09859999999403612,0.13249999999999318,0.16570000001787832,0.19909999999403283,0.23180000001191559,0.2655999999940377,0.2982000000178857,0.3320999999940426,0.3664000000059531,0.39959999999403806,0.43250000000000455,0.46630000001192684,0.4994999999999976,0.5327000000178828,0.5653000000119164,0.5989000000059548,0.6325999999940422,0.6659000000059621,0.6993000000119167,0.7325999999940365,0.7659000000059564,0.7990999999940414,0.8323000000119265,0.8654999999999973,0.8994000000059543,0.9327000000178742,0.966099999994043,0.9993000000119139,1.032400000005964]",11,0,11,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[77.08563206828939,85.61226768856075]","[-57.60133472877493,-99.76843833401972]",37,230.4053389,3.75,1,0.8992,0.4324,"[78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,78.48046875,77.72265625,62.63671875,33.38671875,5.4765625,-9.02734375,-18.84765625,-25.59765625,-29.83203125,-32.32421875,-33.08984375,-33.8515625,-34.6171875,-35.52734375,-36.43359375,-38.25,-43.70703125,-46.7265625,-47.4921875,-48.19140625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-48.890625]","[98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.86328125,98.109375,79.58203125,35.5078125,-8.58984375,-31.62109375,-45.9296875,-55.625,-61.69140625,-65.22265625,-66.73828125,-67.42578125,-68.94140625,-71.80078125,-73.98046875,-77.2109375,-82.65234375,-86.1796875,-87.31640625,-88.0078125,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.031200000017875595,0.06550000000000011,0.09870000001787105,0.13220000001787469,0.16570000001787832,0.19899999999999807,0.23190000000595035,0.26549999999998875,0.2989000000059576,0.3320999999940284,0.36859999999403215,0.3983000000119148,0.43249999999999034,0.4657000000178755,0.4989999999999952,0.5324999999999918,0.5658000000119259,0.5992000000178663,0.6325999999940493,0.665900000005955,0.6994000000059586,0.7324000000059456,0.7662000000178679,0.7992000000178834,0.8325000000000031,0.8654999999999902,0.8992000000178777,0.932099999994044,0.9645999999940429,0.9982000000178672,1.0319000000059688,1.0653000000119093,1.0989000000059477,1.1320999999940327,1.1655999999940363,1.198900000005942,1.232200000017876,1.2654999999999959,1.2984000000059481,1.3315999999940331,1.365599999994025,1.398900000005959,1.432099999994044]",12,0,12,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[-57.60133472877493,-99.76843833401972]","[35.59958265974259,109.56424948219936]",37,230.4053389,3.75,1,0.7663,0.166,"[-48.890625,-48.890625,-48.890625,-48.890625,-48.890625,-44.6015625,-39.88671875,-31.109375,-16.27734375,-6.87890625,-3.91796875,-0.81640625,2,3.3359375,5.47265625,7.4765625,8.66796875,9.859375,11.57421875,12.62109375,13.140625,14.33203125,15.7578125,17.328125,19.1328125,21.3203125,22.8359375,23.59375,23.859375,24.92578125,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375]","[-88.69921875,-88.69921875,-88.69921875,-88.69921875,-88.69921875,-79.6484375,-67.90625,-41.265625,-11.5703125,6.29296875,16.81640625,28.57421875,37.8515625,47.12890625,56.37109375,64.40234375,71.4765625,78.5546875,83.7265625,88.8984375,94.0625,99.22265625,103.82421875,108.0390625,110.9140625,113.1171875,113.8828125,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03229999998211497,0.06559999999404909,0.09929999998212224,0.1325000000000216,0.16609999999406,0.19959999999403522,0.23250000000001592,0.2656999999880725,0.29889999997615746,0.3327999999821145,0.36650000000000205,0.3995000000000175,0.432899999976172,0.46559999999405477,0.49969999998808134,0.5326999999880968,0.5662999999821352,0.599399999976157,0.6325000000000216,0.6663999999761643,0.6992999999821166,0.7326999999880854,0.7662999999821238,0.7991999999880761,0.8321999999880916,0.8660000000000139,0.8990999999940357,0.9318999999761672,0.9660000000000082,0.9993999999761627,1.032299999982115,1.0657999999821186,1.0990999999940527,1.1322999999821377,1.1659999999999968,1.199099999994047,1.2323999999761668,1.2650000000000148,1.2992999999821393]",13,0,13,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[35.59958265974259,109.56424948219936]","[-12.041958002729203,-114.57157718040708]",37,230.4053389,3.75,1,0.7665,0.3659,"[25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,25.68359375,16.34765625,-1.7421875,-14.98046875,-24.40625,-29.0625,-32.703125,-34.046875,-34.71875,-34.71875,-34.71875,-32.1015625,-27.8984375,-26.00390625,-25.33984375,-22.48046875,-19.62109375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375,-18.484375]","[114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,114.265625,109.2578125,86.49609375,33.640625,-16.2578125,-47.5859375,-65.203125,-74.45703125,-82.4453125,-87.6015625,-91.1328125,-96.2578125,-99.91796875,-102.5390625,-103.67578125,-103.9609375,-105.765625,-108.625,-110.140625,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875,-110.44921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03220000001789458,0.06540000000597956,0.09880000001192002,0.13209999999403976,0.16480000001192252,0.19809999999404226,0.2322000000178832,0.26490000000598,0.2983000000119205,0.332599999994045,0.36600000000001387,0.3990999999940641,0.431400000005965,0.4654000000059568,0.4983000000119375,0.5323000000119293,0.5655999999940491,0.5990999999940527,0.6325000000000216,0.6655000000000086,0.6990000000000123,0.7324000000059812,0.7665000000000077,0.7988000000119371,0.8320999999940568,0.8655999999940605,0.8989000000059661,0.9319000000059816,0.9652000000178873,0.9985999999940418,1.0320999999940454,1.0653000000119448,1.0985999999940361,1.132200000017889,1.1652000000179044,1.198400000005961,1.2319000000059646,1.2654000000059682,1.2987000000179023]",14,0,14,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,,,,,,1,,,,,,,,,,,,,,1,0,0,1
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[-10.1875,19.5]","[426.89899760458036,0]",90,853.7979952,4.32,2,1.1982,0.5981,"[-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,-10.1875,27.1015625,103.20703125,181.26953125,235.859375,283.20703125,340.609375,384.921875,414.265625,424.45703125,429.8828125,434.37109375,437.7109375,439.33203125,439.33203125,436.41015625,433.24609375,430.90234375,429.75390625,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375]","[19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,20.4765625,72.265625,152.3671875,214.26171875,232.12890625,225.953125,188.796875,147.70703125,112.921875,100.8125,96.0546875,91.42578125,81.87890625,67.34765625,57.86328125,51.76171875,48.61328125,46.29296875,44.77734375,42.58984375,39.7421875,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.031199999988103855,0.06439999997616042,0.0977999999821293,0.13089999997617952,0.1637999999821318,0.1977999999821236,0.23100000000002296,0.26439999997617747,0.2975999999940484,0.33089999997616815,0.364299999982137,0.3976999999880775,0.4302999999821395,0.46350000000001046,0.4976999999881002,0.5305000000000177,0.5635999999940395,0.5981999999880827,0.6312999999821329,0.66429999998212,0.6981999999881054,0.7312999999821272,0.7645999999940614,0.7980000000000018,0.8310000000000173,0.8645000000000209,0.8978999999761754,0.9313999999761791,0.9646999999880848,0.9980000000000189,1.0313999999761734,1.064899999976177,1.098099999994048,1.1315999999940516,1.1648999999761713,1.1981999999881054,1.231399999976162,1.2646999999880961,1.297899999976181,1.3308999999761681,1.3643999999761718,1.3975999999940427,1.4308999999761625,1.4645000000000152,1.4975999999940655,1.5310999999940407,1.5645000000000095,1.5975999999940598,1.6308999999761795,1.66429999998212,1.6967999999821188,1.731000000000023]",0,0,0,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[426.89899760458036,0]","[-417.57023026258696,-88.75729240037478]",90,853.7979952,4.32,2,0.9334,0.3992,"[429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,429.37109375,404.7578125,284.33984375,107.95703125,-104.09765625,-200.68359375,-253.41015625,-288.3359375,-303.16015625,-309.28125,-312.97265625,-318.70703125,-328.453125,-341.44140625,-352.53515625,-360.7578125,-368.9609375,-377.625,-393.4453125,-402.109375,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125]","[37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,37.8515625,24.11328125,13.43359375,10.875,12.71875,16.109375,16.109375,16.109375,12.53515625,8.33203125,1.94921875,-7.78125,-19.79296875,-29.9296875,-38.13671875,-46.32421875,-55.640625,-71.453125,-81.0625,-83.39453125,-84.08203125,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03249999999999886,0.06580000001190456,0.0984000000059666,0.13210000002382571,0.1657000000178641,0.199100000023833,0.2322000000178832,0.26560000002382367,0.2991000000238273,0.3323000000119123,0.3654000000059625,0.39930000001191956,0.43270000001786,0.46620000001786366,0.49960000002383254,0.5327000000178828,0.5661000000238232,0.5989000000059548,0.6328000000119118,0.666100000023846,0.6993000000119025,0.7329000000059409,0.7661000000238403,0.7994999999999948,0.8332000000178823,0.8658000000119159,0.8994999999999891,0.9334000000059461,0.9663000000119268,0.9986000000238278,1.032999999999987,1.065600000023835,1.0989999999999895,1.1324000000059584,1.1657000000178641,1.199100000023833,1.2316000000238319,1.265300000011905,1.2989999999999782,1.3319000000059589,1.3649999999999807,1.399000000000001,1.4318000000119184,1.4656000000238407]",1,0,1,0,1,,,,
A222222222,2024-09-11_14h57.20.038,GoFitts,2023.2.3,MacIntel,29.94011976,"[-417.57023026258696,-88.75729240037478]","[389.99164013384393,173.63546521811108]",90,853.7979952,4.32,2,0.9668,0.4662,"[-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-404.45703125,-393.19140625,-345.21484375,-240.00390625,-124.9921875,-13.7109375,67.56640625,122.0546875,161.8671875,186.51953125,218.734375,241.80859375,267.5390625,290.9296875,311.87109375,331.02734375,345.5546875,352.60546875,356.80859375,359.65625,361.171875,362.6875,367.171875,371.36328125,373.171875,373.171875,373.171875,373.171875,373.171875,373.171875,373.171875,373.171875,373.171875,373.171875]","[-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-84.35546875,-76.87109375,-44.31640625,18.2734375,70.51171875,109.04296875,131.28125,141.10546875,145.00390625,145.00390625,145.00390625,145.00390625,145.00390625,145.00390625,148.82421875,152.66796875,156.07421875,157.94140625,158.99609375,159.90625,160.671875,160.671875,160.671875,160.671875,160.671875,160.98828125,160.98828125,160.98828125,160.98828125,160.98828125,160.98828125,160.98828125,160.98828125,160.98828125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03159999999402885,0.06540000000595114,0.09880000001192002,0.1322000000178889,0.16480000001192252,0.19870000001787957,0.2315999999940459,0.26520000001787025,0.2990000000000066,0.33240000000597547,0.36559999999403203,0.3990000000000009,0.4328000000119232,0.4662000000178921,0.4993000000119139,0.5325999999940336,0.5663000000119212,0.5990999999940527,0.6325999999940564,0.664999999999992,0.6990000000000123,0.7322000000178832,0.7652000000178703,0.7990999999940414,0.8323000000119123,0.8660000000000139,0.8994000000059543,0.9320000000000164,0.966800000011915,0.99909999999403,1.032400000005964,1.0660000000000025,1.0994000000059714,1.1328000000119118,1.1658000000119273,1.1994000000059657,1.2325999999940507,1.265500000000003,1.2990000000000066,1.3319000000059589,1.3654999999999973,1.3988000000119314,1.4322000000178718,1.46459999999405,1.4988000000119257]",2,0,2,0,1,,,,
