身分證字號,date,expName,psychopyVersion,OS,frameRate,from,to,w,a,id,sequence_loop.thisN,enter_time,leave_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-266.09644270377754,-56.560544933738925]","[248.52199846375305,110.6491226462668]",42,544.0823911,4.75,1,1.0322,0.4327,"[-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-276.6015625,-260.75,-230.015625,-166.24609375,-116.11328125,-79.078125,-52.76171875,-23.91796875,1.82421875,18.43359375,31.43359375,47.51171875,68.7265625,93.37890625,118.03125,140.73046875,159.88671875,179.03125,200.60546875,220.046875,237.578125,243.015625,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375]","[-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-48.76171875,-46.26171875,-33.23828125,-5.59375,16.546875,31.2109375,42.17578125,55.80078125,66.671875,75.93359375,82.44921875,87.91796875,91.890625,95.20703125,98.5234375,101.26171875,103.18359375,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03160000002384322,0.06540000000595825,0.098100000023841,0.13210000002383993,0.16550000000000153,0.19850000000000279,0.23140000000596217,0.26520000001788446,0.298700000017881,0.33100000000000307,0.365100000023844,0.39940000000596143,0.43270000001788134,0.46530000001192207,0.49799999999999756,0.5321000000238385,0.5653000000119235,0.5991000000238387,0.6318000000119213,0.6659000000059621,0.6993000000119238,0.7321000000238413,0.7654000000059611,0.7989999999999995,0.8320000000000007,0.8659000000059578,0.8987000000178824,0.9324999999999974,0.9654999999999987,0.9990000000000023,1.0322000000178804,1.0656000000238421,1.0989999999999966,1.13210000002384,1.1654000000059597,1.1988000000119214,1.2319000000059575,1.265400000005961,1.2988000000119229,1.3321000000238428,1.3648000000119183,1.3987000000178824,1.4321000000238442,1.4654999999999987,1.4987000000178838,1.5321000000238385,1.564900000005963]",7,0,7,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[248.52199846375305,110.6491226462668]","[-220.08595035000366,-159.90180274575394]",42,544.0823911,4.75,1,0.8331,0.3662,"[244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,244.15234375,243.16796875,213.66015625,151.25,67.98828125,7.61328125,-33.44140625,-55.61328125,-72.25390625,-85.8515625,-99.44921875,-116.86328125,-127.8203125,-145.734375,-168.453125,-191.2890625,-207.375,-220.390625,-225.5625,-226.7109375,-227,-227,-227,-227,-227,-227,-227,-227,-227,-227,-227,-227,-227]","[105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,105.10546875,85.3046875,43.56640625,-13.203125,-56.578125,-84.44921875,-97.25,-106.51171875,-114.2578125,-122.00390625,-132.61328125,-139.63671875,-147.29296875,-155.49609375,-162.78125,-168.23046875,-170.66796875,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.032400000005957,0.06590000000596064,0.09909999999403851,0.13240000000595842,0.16590000000596206,0.19850000000000279,0.2325000000000017,0.26480000001191684,0.2989999999999995,0.3328000000119218,0.3661999999880763,0.39869999998807515,0.4316999999880764,0.4659000000059592,0.49940000000596285,0.5328000000119175,0.566400000005963,0.599499999999999,0.6323000000119237,0.6661999999880805,0.6994000000059586,0.7320999999940412,0.7660999999940401,0.7995000000000019,0.8330999999940403,0.8653000000119206,0.8993000000119196,0.9326999999880812,0.96519999998808,0.999199999988079,1.0324999999999989,1.0658000000119188,1.0990999999940385,1.1315999999940374,1.1658000000119202,1.19909999999404,1.2325000000000017,1.2658000000119216,1.2991999999880761,1.3324000000059613,1.3659000000059578]",8,0,8,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-220.08595035000366,-159.90180274575394]","[182.03109011639796,202.16600677127218]",42,544.0823911,4.75,1,0.7991,0.3323,"[-227,-227,-227,-227,-227,-227,-227,-227,-227,-208.7421875,-160.390625,-103.45703125,-50.8515625,-9.4375,20.1640625,41.03515625,64.2734375,79.9453125,93.34375,105.78125,122.35546875,137.21484375,150.76953125,160.5546875,163.41015625,164.546875,166.66796875,168.18359375,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625]","[-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-171.3359375,-159.24609375,-117.4609375,-64.19140625,-16.5,17.70703125,42.328125,58.53125,79.58203125,96.90234375,112.23828125,127.57421875,150.7265625,170.0078125,185.640625,192.4921875,193.92578125,194.30859375,195.07421875,196.22265625,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03179999998211969,0.06529999998212332,0.09859999999404323,0.13169999998807924,0.164400000005962,0.19850000000000279,0.23109999999404351,0.2647999999821238,0.29869999998808083,0.33229999998211923,0.365000000000002,0.39869999998808225,0.43179999998211827,0.46559999999404056,0.49900000000000233,0.5315000000000012,0.5655000000000001,0.598699999988078,0.6310000000000002,0.665099999994041,0.6981999999880841,0.7317999999821225,0.7644000000059634,0.7990999999940414,0.8310000000000031,0.8644999999999996,0.8987999999821241,0.9319000000059603,0.9649000000059615,0.9982999999821232,1.031599999994043,1.0650000000000048,1.0982999999821175,1.1316999999880792,1.164199999988078,1.198400000005961,1.2317999999821225,1.2650999999940424,1.2981999999880784,1.331900000005966]",9,0,9,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[182.03109011639796,202.16600677127218]","[-136.02059776262416,-235.59458620075432]",42,544.0823911,4.75,1,1.0319,0.3322,"[168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,168.84765625,165.67578125,153.171875,125.15234375,79.1484375,23.7734375,-26.00390625,-70.953125,-94.26953125,-114.29296875,-129.5546875,-146.46484375,-159.87890625,-167.421875,-169.765625,-170.1484375,-170.1484375,-170.1484375,-170.1484375,-170.1484375,-170.1484375,-162.64453125,-153.08984375,-150.90234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375]","[196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,196.51171875,184.3671875,155.94921875,110.296875,48.5078125,-22.12109375,-80.63671875,-131.58984375,-156.140625,-176.1484375,-193.3125,-212.55859375,-228.828125,-237.68359375,-240.5390625,-242.0546875,-242.0546875,-242.31640625,-242.31640625,-242.31640625,-242.31640625,-241.5,-237.85546875,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03140000000595933,0.06510000002383975,0.09749999999999659,0.13120000001787702,0.16420000001787827,0.1984000000059538,0.23070000001787605,0.2651000000238355,0.29760000002384146,0.33220000001787753,0.3654000000059554,0.3987000000178753,0.43199999999999505,0.4656000000238407,0.49890000000596046,0.5319999999999965,0.565600000023835,0.5987000000178782,0.631200000017877,0.6647000000178735,0.6984000000059609,0.7318000000119156,0.7652000000178845,0.7982000000178715,0.8316000000238404,0.8653000000119135,0.89820000001788,0.9314000000059508,0.9650000000000034,0.9988000000119115,1.0319000000059617,1.0651000000238326,1.0986000000238363,1.1313000000119189,1.164999999999992,1.198300000011912,1.2317000000178808,1.2653000000119192,1.297800000011918,1.3319000000059589,1.365100000023844,1.3984000000059638,1.4318000000119184,1.4651000000238383,1.498600000023842,1.531700000017878,1.5644000000059606]",10,0,10,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-136.02059776262416,-235.59458620075432]","[84.06535258737958,258.72655170501116]",42,544.0823911,4.75,1,0.7336,0.2328,"[-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-150.5234375,-131.64453125,-95.28125,-35.171875,10.0703125,34.4453125,48.390625,54.6484375,57.83203125,59.77734375,60.53515625,61.4375,63.2734375,68.29296875,75.66015625,80.52734375,83.19921875,85.58203125,86.10546875,86.10546875,86.10546875,86.10546875,86.10546875,86.10546875,86.10546875,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625]","[-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-236.9453125,-233.44921875,-202.12890625,-129.6796875,-7.90234375,76.33203125,122.640625,150.2578125,166.3359375,173.3828125,177.19921875,177.8984375,180.1015625,186.15625,200.7109375,218.34375,234.875,243.19921875,249.32421875,252.87109375,253.94921875,254.23828125,254.23828125,254.23828125,254.4921875,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03249999999999886,0.06580000001191877,0.09910000002383867,0.1317000000178723,0.16580000001191308,0.19970000001787014,0.23290000000595512,0.26549999999998875,0.29949999999999477,0.3319000000059589,0.3659000000059507,0.3984999999999985,0.43270000001787423,0.465999999999994,0.4992000000178791,0.5326000000238338,0.5659999999999883,0.5984999999999872,0.6331000000238305,0.6653000000119107,0.6995000000000005,0.7336000000238414,0.7659999999999911,0.7989999999999924,0.8329000000059494,0.8659999999999997,0.8990000000000009,0.9314999999999998,0.965999999999994,0.9994000000059486,1.0327000000178685,1.0658000000119188,1.0991000000238387,1.1316000000238375,1.165800000011913,1.198300000011912,1.2324999999999875,1.2659000000059564]",11,0,11,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[84.06535258737958,258.72655170501116]","[-28.43604811374964,-270.55092539202076]",42,544.0823911,4.75,1,1.1329,0.3652,"[86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,86.4140625,80.97265625,57.8125,24.296875,-19.08203125,-65.01953125,-85.85546875,-92.28125,-92.9453125,-95.8125,-98.546875,-99.36328125,-99.36328125,-97.93359375,-90.88671875,-81.6328125,-74.58203125,-70.3828125,-66.1796875,-62.0078125,-57.81640625,-52.671875,-49.8203125,-49.0625,-48.7890625,-48.7890625,-47.7734375,-40.625,-38.4375,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875]","[254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,254.7578125,233.59375,145.9140625,26.4296875,-86.4765625,-174.3359375,-210.50390625,-225.62109375,-236.07421875,-253.625,-271.2265625,-279.53515625,-281.05078125,-283.08984375,-283.7578125,-283.7578125,-283.7578125,-282.703125,-281.12109375,-280.078125,-277.97265625,-276.39453125,-275.48828125,-275.10546875,-275.10546875,-275.10546875,-275.10546875,-274.578125,-274.05078125,-274.05078125,-274.05078125,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.031800000011926954,0.06430000001192582,0.0986999999880851,0.13180000001192127,0.165099999994041,0.19750000000000512,0.23180000001191559,0.26509999999403533,0.2985000000000042,0.3318000000119241,0.3651999999880786,0.3983000000119148,0.43159999999403453,0.46530000001192207,0.4985999999940418,0.5311999999880754,0.5654000000059654,0.5985999999940361,0.632000000000005,0.6656999999880782,0.699099999994047,0.732400000005967,0.7656999999880725,0.7988000000119229,0.8319000000059589,0.8653000000119278,0.8984000000059638,0.9319000000059674,0.9653000000119221,0.9983000000119233,1.0319000000059617,1.0645999999940443,1.0981999999880827,1.1329000000059608,1.1648000000119225,1.1973000000119214,1.231499999999997,1.2648000000119168,1.2980000000000018,1.3314000000059565,1.3649999999999949,1.3979999999999961,1.4315999999940345,1.4650000000000034,1.498400000005958,1.5316999999880778,1.5651999999880815,1.5983000000119176,1.6318000000119213,1.6651999999880758]",12,0,12,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-28.43604811374964,-270.55092539202076]","[-28.436048113749393,270.5509253920208]",42,544.0823911,4.75,1,0.7662,0.2988,"[-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-37.6796875,-34.15625,-29.98828125,-27.78515625,-25.73046875,-25.73046875,-25.73046875,-25.73046875,-25.73046875,-25.73046875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875]","[-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-273.79296875,-262.3359375,-233.18359375,-135.5,-24.359375,73.80859375,112.30859375,140.93359375,161.90234375,181.07421875,195.62890625,204.87109375,215.39453125,229.94921875,241.70703125,248.74609375,254.87109375,259.0859375,264.359375,266.5625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.031800000011926954,0.06530000001193059,0.09850000000000136,0.13180000001192127,0.16520000001789015,0.19750000000000512,0.23190000000596456,0.26550000000000296,0.29890000000597183,0.3323000000119265,0.36570000001788117,0.3987000000178824,0.43209999999405113,0.4647000000178849,0.49870000001789094,0.5322000000178804,0.5655999999940491,0.59880000001192,0.6322000000178889,0.6655000000000086,0.6990000000000123,0.7323000000119322,0.7662000000178892,0.7990000000000066,0.8322000000178917,0.8655000000000115,0.8993000000119338,0.9319000000059674,0.9648000000119339,0.998500000000007,1.0320000000000107,1.0652000000178816,1.098099999994048,1.1319000000059702,1.1648000000119225,1.1985999999940447,1.2315000000000111,1.2652000000178845,1.2988000000119229]",13,0,13,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-28.436048113749393,270.5509253920208]","[84.06535258737951,-258.7265517050112]",42,544.0823911,4.75,1,1.2982,0.532,"[-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-24.91796875,-16.56640625,2.9921875,41.55078125,58.05078125,67.49609375,68.87109375,69.97265625,70.9296875,70.9296875,71.59765625,71.59765625,72.40625,73.21484375,73.21484375,73.59375,74.1796875,75.390625,77.1015625,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.1484375,78.40234375,78.40234375,78.40234375,78.40234375,78.40234375,78.40234375]","[267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,267.640625,243.57421875,178.61328125,19.875,-85.82421875,-170.12109375,-207.63671875,-230.4375,-246.515625,-257.0234375,-263.1328125,-269.30859375,-282.29296875,-294.01171875,-296.8671875,-297.24609375,-297.24609375,-294.7578125,-289.59765625,-287.10546875,-286.40625,-286.40625,-284.328125,-280.796875,-278.2109375,-277.515625,-277.24609375,-277.24609375,-277.24609375,-277.24609375,-277.24609375,-276.6796875,-276.3671875,-276.078125,-276.078125,-275.0234375,-275.0234375,-275.0234375,-275.0234375,-275.0234375,-275.0234375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03159999999404306,0.06449999999999534,0.09829999998211747,0.13159999999403738,0.16490000000595728,0.19829999998211179,0.2315999999940317,0.2644999999999982,0.29840000000595523,0.3311999999880726,0.3649000000059601,0.3979000000059614,0.4314999999999998,0.4650000000000034,0.4984000000059581,0.5320999999940312,0.5651999999880815,0.5985000000000014,0.6307999999821163,0.665099999994041,0.6984999999999957,0.7316999999880807,0.7660999999940401,0.7980999999940366,0.8310000000000031,0.8652999999821134,0.8982999999821146,0.9314000000059508,0.9639000000059639,0.9984999999999928,1.0314000000059593,1.0644000000059606,1.0975999999940314,1.1316999999880721,1.1651999999880758,1.198199999988077,1.2310999999940435,1.2650000000000006,1.2981999999880713,1.3317999999821097,1.3650999999940296,1.3972999999821099,1.4314999999999998,1.4647999999821195,1.4981999999880742,1.5317999999821126,1.5641999999880767,1.5981999999880827,1.6304999999999978,1.6652999999821105,1.698199999988077,1.7310999999940435,1.7647999999821167,1.7980999999940366,1.8315999999940402]",14,0,14,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,,,,,,1,,,,,,,,,,,,,,1,0,0,1
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-12.93359375,25.49609375]","[-319.1295161989447,-231.86116546030897]",20,788.9315513,6.32,2,1.5972,0.5316,"[-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-12.93359375,-16.078125,-64.57421875,-150.54296875,-189.8359375,-214.66796875,-235.3984375,-248.734375,-256.00390625,-259.16796875,-260.984375,-265.18359375,-268.05859375,-268.7578125,-269.41796875,-275.640625,-281.734375,-286.90625,-291.125,-294.5703125,-295.86328125,-297.15625,-300.01171875,-302.21484375,-302.59765625,-302.8671875,-302.8671875,-303.1796875,-305.31640625,-309.24609375,-310.77734375,-313.6484375,-316.5234375,-317.2890625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625,-317.6015625]","[25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,25.49609375,27.28125,23.44921875,-11.8515625,-69.22265625,-102.46484375,-130.15625,-151.97265625,-166.26953125,-174.19140625,-178.39453125,-181.24609375,-183.859375,-185.6640625,-186.35546875,-186.734375,-188.97265625,-192.01171875,-195.4453125,-199.6484375,-204.79296875,-206.98046875,-209.83984375,-212.6796875,-214.33984375,-214.71875,-214.71875,-214.71875,-215.2890625,-216.8828125,-219.2109375,-220.7265625,-222.53125,-224.3359375,-225.47265625,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125,-225.7578125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03100000000000591,0.06369999998810272,0.09769999998809453,0.1305999999940468,0.16450000000000387,0.19719999998810067,0.23119999998809249,0.2642999999821427,0.29769999998808316,0.3310000000000173,0.36440000000595774,0.3971999999880893,0.4311999999880811,0.4639000000059639,0.4976999999881002,0.531699999988092,0.5647999999821423,0.598099999994048,0.6314000000059821,0.6649000000059573,0.6976999999880888,0.7311999999880925,0.7637999999821261,0.7979000000059671,0.8311999999880868,0.8645999999940557,0.8977999999821407,0.9311999999880811,0.9637999999821147,0.997599999994037,1.0312999999821386,1.064699999988079,1.0979000000059784,1.1310999999940634,1.1645000000000039,1.1976999999880888,1.2311999999880925,1.263799999982126,1.2970999999940602,1.3310000000000173,1.3644000000059577,1.3970999999940545,1.430699999988093,1.4646999999880848,1.497799999982135,1.5312999999821386,1.5632999999821209,1.597199999988078,1.6307999999821163,1.6640999999940504,1.6972999999821354,1.7309000000059598,1.7644000000059634,1.797199999988095,1.8310000000000173,1.8644000000059577,1.8994000000059827,1.9302999999821395,1.9645000000000152,1.9970999999940489,2.0310999999940407,2.0637999999821375,2.0979000000059784]",0,0,0,0,1,,,,
